0	-0.5000
1	-0.4848
2	-0.4695
3	-0.4540
4	-0.4384
5	-0.4226
6	-0.4067
7	-0.3907
8	-0.3746
9	-0.3584
10	-0.3420
11	-0.3256
12	-0.3090
13	-0.2924
14	-0.2756
15	-0.2588
16	-0.2419
17	-0.2250
18	-0.2079
19	-0.1908
20	-0.1736
21	-0.1564
22	-0.1392
23	-0.1219
24	-0.1045
25	-0.0872
26	-0.0698
27	-0.0523
28	-0.0349
29	-0.0175
30	0.0000
31	0.0175
32	0.0349
33	0.0523
34	0.0698
35	0.0872
36	0.1045
37	0.1219
38	0.1392
39	0.1564
40	0.1736
41	0.1908
42	0.2079
43	0.2250
44	0.2419
45	0.2588
46	0.2756
47	0.2924
48	0.3090
49	0.3256
50	0.3420
51	0.3584
52	0.3746
53	0.3907
54	0.4067
55	0.4226
56	0.4384
57	0.4540
58	0.4695
59	0.4848
60	0.5000
61	0.5150
62	0.5299
63	0.5446
64	0.5592
65	0.5736
66	0.5878
67	0.6018
68	0.6157
69	0.6293
70	0.6428
71	0.6561
72	0.6691
73	0.6820
74	0.6947
75	0.7071
76	0.7193
77	0.7314
78	0.7431
79	0.7547
80	0.7660
81	0.7771
82	0.7880
83	0.7986
84	0.8090
85	0.8192
86	0.8290
87	0.8387
88	0.8480
89	0.8572
90	0.8660
91	0.8746
92	0.8829
93	0.8910
94	0.8988
95	0.9063
96	0.9135
97	0.9205
98	0.9272
99	0.9336
100	0.9397
101	0.9455
102	0.9511
103	0.9563
104	0.9613
105	0.9659
106	0.9703
107	0.9744
108	0.9781
109	0.9816
110	0.9848
111	0.9877
112	0.9903
113	0.9925
114	0.9945
115	0.9962
116	0.9976
117	0.9986
118	0.9994
119	0.9998
120	1.0000
121	0.9998
122	0.9994
123	0.9986
124	0.9976
125	0.9962
126	0.9945
127	0.9925
128	0.9903
129	0.9877
130	0.9848
131	0.9816
132	0.9781
133	0.9744
134	0.9703
135	0.9659
136	0.9613
137	0.9563
138	0.9511
139	0.9455
140	0.9397
141	0.9336
142	0.9272
143	0.9205
144	0.9135
145	0.9063
146	0.8988
147	0.8910
148	0.8829
149	0.8746
150	0.8660
151	0.8572
152	0.8480
153	0.8387
154	0.8290
155	0.8192
156	0.8090
157	0.7986
158	0.7880
159	0.7771
160	0.7660
161	0.7547
162	0.7431
163	0.7314
164	0.7193
165	0.7071
166	0.6947
167	0.6820
168	0.6691
169	0.6561
170	0.6428
171	0.6293
172	0.6157
173	0.6018
174	0.5878
175	0.5736
176	0.5592
177	0.5446
178	0.5299
179	0.5150
180	0.5000
181	0.4848
182	0.4695
183	0.4540
184	0.4384
185	0.4226
186	0.4067
187	0.3907
188	0.3746
189	0.3584
190	0.3420
191	0.3256
192	0.3090
193	0.2924
194	0.2756
195	0.2588
196	0.2419
197	0.2250
198	0.2079
199	0.1908
200	0.1736
201	0.1564
202	0.1392
203	0.1219
204	0.1045
205	0.0872
206	0.0698
207	0.0523
208	0.0349
209	0.0175
210	0.0000
211	-0.0175
212	-0.0349
213	-0.0523
214	-0.0698
215	-0.0872
216	-0.1045
217	-0.1219
218	-0.1392
219	-0.1564
220	-0.1736
221	-0.1908
222	-0.2079
223	-0.2250
224	-0.2419
225	-0.2588
226	-0.2756
227	-0.2924
228	-0.3090
229	-0.3256
230	-0.3420
231	-0.3584
232	-0.3746
233	-0.3907
234	-0.4067
235	-0.4226
236	-0.4384
237	-0.4540
238	-0.4695
239	-0.4848
240	-0.5000
241	-0.5150
242	-0.5299
243	-0.5446
244	-0.5592
245	-0.5736
246	-0.5878
247	-0.6018
248	-0.6157
249	-0.6293
250	-0.6428
251	-0.6561
252	-0.6691
253	-0.6820
254	-0.6947
255	-0.7071
256	-0.7193
257	-0.7314
258	-0.7431
259	-0.7547
260	-0.7660
261	-0.7771
262	-0.7880
263	-0.7986
264	-0.8090
265	-0.8192
266	-0.8290
267	-0.8387
268	-0.8480
269	-0.8572
270	-0.8660
271	-0.8746
272	-0.8829
273	-0.8910
274	-0.8988
275	-0.9063
276	-0.9135
277	-0.9205
278	-0.9272
279	-0.9336
280	-0.9397
281	-0.9455
282	-0.9511
283	-0.9563
284	-0.9613
285	-0.9659
286	-0.9703
287	-0.9744
288	-0.9781
289	-0.9816
290	-0.9848
291	-0.9877
292	-0.9903
293	-0.9925
294	-0.9945
295	-0.9962
296	-0.9976
297	-0.9986
298	-0.9994
299	-0.9998
300	-1.0000
301	-0.9998
302	-0.9994
303	-0.9986
304	-0.9976
305	-0.9962
306	-0.9945
307	-0.9925
308	-0.9903
309	-0.9877
310	-0.9848
311	-0.9816
312	-0.9781
313	-0.9744
314	-0.9703
315	-0.9659
316	-0.9613
317	-0.9563
318	-0.9511
319	-0.9455
320	-0.9397
321	-0.9336
322	-0.9272
323	-0.9205
324	-0.9135
325	-0.9063
326	-0.8988
327	-0.8910
328	-0.8829
329	-0.8746
330	-0.8660
331	-0.8572
332	-0.8480
333	-0.8387
334	-0.8290
335	-0.8192
336	-0.8090
337	-0.7986
338	-0.7880
339	-0.7771
340	-0.7660
341	-0.7547
342	-0.7431
343	-0.7314
344	-0.7193
345	-0.7071
346	-0.6947
347	-0.6820
348	-0.6691
349	-0.6561
350	-0.6428
351	-0.6293
352	-0.6157
353	-0.6018
354	-0.5878
355	-0.5736
356	-0.5592
357	-0.5446
358	-0.5299
359	-0.5150
360	-0.5000
