0	0.0000
1	0.0175
2	0.0349
3	0.0523
4	0.0698
5	0.0872
6	0.1045
7	0.1219
8	0.1392
9	0.1564
10	0.1736
11	0.1908
12	0.2079
13	0.2250
14	0.2419
15	0.2588
16	0.2756
17	0.2924
18	0.3090
19	0.3256
20	0.3420
21	0.3584
22	0.3746
23	0.3907
24	0.4067
25	0.4226
26	0.4384
27	0.4540
28	0.4695
29	0.4848
30	0.5000
31	0.5150
32	0.5299
33	0.5446
34	0.5592
35	0.5736
36	0.5878
37	0.6018
38	0.6157
39	0.6293
40	0.6428
41	0.6561
42	0.6691
43	0.6820
44	0.6947
45	0.7071
46	0.7193
47	0.7314
48	0.7431
49	0.7547
50	0.7660
51	0.7771
52	0.7880
53	0.7986
54	0.8090
55	0.8192
56	0.8290
57	0.8387
58	0.8480
59	0.8572
60	0.8660
61	0.8746
62	0.8829
63	0.8910
64	0.8988
65	0.9063
66	0.9135
67	0.9205
68	0.9272
69	0.9336
70	0.9397
71	0.9455
72	0.9511
73	0.9563
74	0.9613
75	0.9659
76	0.9703
77	0.9744
78	0.9781
79	0.9816
80	0.9848
81	0.9877
82	0.9903
83	0.9925
84	0.9945
85	0.9962
86	0.9976
87	0.9986
88	0.9994
89	0.9998
90	1.0000
91	0.9998
92	0.9994
93	0.9986
94	0.9976
95	0.9962
96	0.9945
97	0.9925
98	0.9903
99	0.9877
100	0.9848
101	0.9816
102	0.9781
103	0.9744
104	0.9703
105	0.9659
106	0.9613
107	0.9563
108	0.9511
109	0.9455
110	0.9397
111	0.9336
112	0.9272
113	0.9205
114	0.9135
115	0.9063
116	0.8988
117	0.8910
118	0.8829
119	0.8746
120	0.8660
121	0.8572
122	0.8480
123	0.8387
124	0.8290
125	0.8192
126	0.8090
127	0.7986
128	0.7880
129	0.7771
130	0.7660
131	0.7547
132	0.7431
133	0.7314
134	0.7193
135	0.7071
136	0.6947
137	0.6820
138	0.6691
139	0.6561
140	0.6428
141	0.6293
142	0.6157
143	0.6018
144	0.5878
145	0.5736
146	0.5592
147	0.5446
148	0.5299
149	0.5150
150	0.5000
151	0.4848
152	0.4695
153	0.4540
154	0.4384
155	0.4226
156	0.4067
157	0.3907
158	0.3746
159	0.3584
160	0.3420
161	0.3256
162	0.3090
163	0.2924
164	0.2756
165	0.2588
166	0.2419
167	0.2250
168	0.2079
169	0.1908
170	0.1736
171	0.1564
172	0.1392
173	0.1219
174	0.1045
175	0.0872
176	0.0698
177	0.0523
178	0.0349
179	0.0175
180	0.0000
181	-0.0175
182	-0.0349
183	-0.0523
184	-0.0698
185	-0.0872
186	-0.1045
187	-0.1219
188	-0.1392
189	-0.1564
190	-0.1736
191	-0.1908
192	-0.2079
193	-0.2250
194	-0.2419
195	-0.2588
196	-0.2756
197	-0.2924
198	-0.3090
199	-0.3256
200	-0.3420
201	-0.3584
202	-0.3746
203	-0.3907
204	-0.4067
205	-0.4226
206	-0.4384
207	-0.4540
208	-0.4695
209	-0.4848
210	-0.5000
211	-0.5150
212	-0.5299
213	-0.5446
214	-0.5592
215	-0.5736
216	-0.5878
217	-0.6018
218	-0.6157
219	-0.6293
220	-0.6428
221	-0.6561
222	-0.6691
223	-0.6820
224	-0.6947
225	-0.7071
226	-0.7193
227	-0.7314
228	-0.7431
229	-0.7547
230	-0.7660
231	-0.7771
232	-0.7880
233	-0.7986
234	-0.8090
235	-0.8192
236	-0.8290
237	-0.8387
238	-0.8480
239	-0.8572
240	-0.8660
241	-0.8746
242	-0.8829
243	-0.8910
244	-0.8988
245	-0.9063
246	-0.9135
247	-0.9205
248	-0.9272
249	-0.9336
250	-0.9397
251	-0.9455
252	-0.9511
253	-0.9563
254	-0.9613
255	-0.9659
256	-0.9703
257	-0.9744
258	-0.9781
259	-0.9816
260	-0.9848
261	-0.9877
262	-0.9903
263	-0.9925
264	-0.9945
265	-0.9962
266	-0.9976
267	-0.9986
268	-0.9994
269	-0.9998
270	-1.0000
271	-0.9998
272	-0.9994
273	-0.9986
274	-0.9976
275	-0.9962
276	-0.9945
277	-0.9925
278	-0.9903
279	-0.9877
280	-0.9848
281	-0.9816
282	-0.9781
283	-0.9744
284	-0.9703
285	-0.9659
286	-0.9613
287	-0.9563
288	-0.9511
289	-0.9455
290	-0.9397
291	-0.9336
292	-0.9272
293	-0.9205
294	-0.9135
295	-0.9063
296	-0.8988
297	-0.8910
298	-0.8829
299	-0.8746
300	-0.8660
301	-0.8572
302	-0.8480
303	-0.8387
304	-0.8290
305	-0.8192
306	-0.8090
307	-0.7986
308	-0.7880
309	-0.7771
310	-0.7660
311	-0.7547
312	-0.7431
313	-0.7314
314	-0.7193
315	-0.7071
316	-0.6947
317	-0.6820
318	-0.6691
319	-0.6561
320	-0.6428
321	-0.6293
322	-0.6157
323	-0.6018
324	-0.5878
325	-0.5736
326	-0.5592
327	-0.5446
328	-0.5299
329	-0.5150
330	-0.5000
331	-0.4848
332	-0.4695
333	-0.4540
334	-0.4384
335	-0.4226
336	-0.4067
337	-0.3907
338	-0.3746
339	-0.3584
340	-0.3420
341	-0.3256
342	-0.3090
343	-0.2924
344	-0.2756
345	-0.2588
346	-0.2419
347	-0.2250
348	-0.2079
349	-0.1908
350	-0.1736
351	-0.1564
352	-0.1392
353	-0.1219
354	-0.1045
355	-0.0872
356	-0.0698
357	-0.0523
358	-0.0349
359	-0.0175
360	0.0000
